Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2023/06/09 10:28:23 am gmt+5:30,34,female,few times a month,clothing and fashion,no,few times a week,filter,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,rarely,yes,rarely,sometimes,2,sometimes,2,1,competitive prices,reducing packaging waste
2023/06/09 10:28:57 am gmt+5:30,3,prefer not to say,once a month,home and kitchen,no,few times a week,categories,first page,3,no,sometimes,found a better price elsewhere,often,yes,occasionally,sometimes,3,sometimes,3,2,competitive prices,customer service responsiveness
2023/06/09 10:30:39 am gmt+5:30,23,female,multiple times a week,beauty and personal care,no,few times a week,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,2,competitive prices,product quality and accuracy
2023/06/09 10:31:15 am gmt+5:30,33,female,few times a month,clothing and fashion,yes,multiple times a day,categories,multiple pages,4,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,1,wide product selection,customer service responsiveness
2023/06/09 10:58:13 am gmt+5:30,23,female,few times a month,clothing and fashion,sometimes,rarely,others,first page,3,maybe,rarely,others,never,no,rarely,sometimes,3,no,3,3,competitive prices,reducing packaging waste
2023/06/09 10:58:44 am gmt+5:30,34,female,few times a month,groceries and gourmet food;home and kitchen,sometimes,few times a month,filter,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,sometimes,yes,moderately,yes,1,sometimes,3,2,competitive prices,reducing packaging waste
2023/06/09 10:59:38 am gmt+5:30,23,female,few times a month,beauty and personal care;home and kitchen,sometimes,few times a month,filter,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,yes,3,sometimes,3,4,product recommendations,reducing packaging waste
2023/06/09 12:22:47 pm gmt+5:30,34,prefer not to say,once a week,clothing and fashion,sometimes,few times a month,categories,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,2,sometimes,2,3,product recommendations,customer service responsiveness
2023/06/09 2:22:25 pm gmt+5:30,23,female,few times a month,clothing and fashion,yes,multiple times a day,keyword,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,often,yes,heavily,sometimes,3,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/09 2:23:03 pm gmt+5:30,23,female,once a week,beauty and personal care,sometimes,few times a month,categories,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,2,sometimes,4,3,product recommendations,reducing packaging waste
2023/06/09 2:23:45 pm gmt+5:30,23,female,once a week,beauty and personal care;home and kitchen,sometimes,few times a week,categories,first page,1,maybe,sometimes,found a better price elsewhere,always,yes,moderately,sometimes,3,sometimes,4,1,product recommendations,reducing packaging waste
2023/06/09 2:34:43 pm gmt+5:30,23,prefer not to say,once a month,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,few times a month,categories,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,sometimes,2,sometimes,2,2,product recommendations,reducing packaging waste
2023/06/09 2:35:29 pm gmt+5:30,45,female,few times a month,beauty and personal care;others,sometimes,few times a month,categories,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,rarely,sometimes,3,no,2,3,product recommendations,customer service responsiveness
2023/06/09 2:36:09 pm gmt+5:30,23,female,less than once a month,clothing and fashion,no,multiple times a day,filter,multiple pages,2,yes,often,changed my mind or no longer need the item,sometimes,yes,moderately,sometimes,2,sometimes,2,1,competitive prices,reducing packaging waste
2023/06/09 2:36:46 pm gmt+5:30,34,prefer not to say,once a week,beauty and personal care,sometimes,few times a month,categories,multiple pages,2,maybe,sometimes,found a better price elsewhere,often,no,occasionally,sometimes,3,sometimes,2,3,product recommendations,customer service responsiveness
2023/06/09 2:39:16 pm gmt+5:30,45,female,once a month,beauty and personal care;home and kitchen,yes,few times a week,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 2:39:47 pm gmt+5:30,34,female,once a week,beauty and personal care,sometimes,few times a week,categories,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,2,product recommendations,customer service responsiveness
2023/06/09 2:40:21 pm gmt+5:30,45,female,few times a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,rarely,yes,moderately,sometimes,3,sometimes,2,1,competitive prices,reducing packaging waste
2023/06/09 2:41:53 pm gmt+5:30,67,female,few times a month,beauty and personal care,sometimes,few times a month,categories,multiple pages,2,maybe,often,changed my mind or no longer need the item,sometimes,yes,moderately,sometimes,1,yes,3,3,product recommendations,customer service responsiveness
2023/06/09 2:42:24 pm gmt+5:30,34,others,once a week,beauty and personal care,sometimes,rarely,categories,multiple pages,2,maybe,often,found a better price elsewhere,often,yes,moderately,sometimes,2,yes,3,2,competitive prices,customer service responsiveness
2023/06/09 2:42:57 pm gmt+5:30,21,female,few times a month,beauty and personal care,sometimes,few times a week,filter,first page,2,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,no,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 2:43:37 pm gmt+5:30,17,female,few times a month,clothing and fashion,sometimes,few times a week,filter,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,moderately,yes,3,sometimes,3,2,competitive prices,customer service responsiveness
2023/06/09 2:44:09 pm gmt+5:30,34,female,few times a month,clothing and fashion,sometimes,few times a week,filter,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,often,yes,occasionally,sometimes,2,sometimes,3,3,competitive prices,product quality and accuracy
2023/06/09 2:49:20 pm gmt+5:30,46,prefer not to say,few times a month,clothing and fashion,sometimes,few times a week,filter,multiple pages,3,maybe,rarely,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/09 2:51:07 pm gmt+5:30,54,female,few times a month,clothing and fashion,sometimes,few times a week,filter,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,product quality and accuracy
2023/06/09 3:00:03 pm gmt+5:30,56,prefer not to say,once a week,clothing and fashion,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 3:06:37 pm gmt+5:30,50,prefer not to say,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,3,4,product recommendations,shipping speed and reliability
2023/06/09 3:07:36 pm gmt+5:30,56,prefer not to say,few times a month,beauty and personal care,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,rarely,yes,occasionally,yes,4,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/09 3:08:38 pm gmt+5:30,22,prefer not to say,few times a month,clothing and fashion,yes,few times a week,keyword,multiple pages,3,maybe,sometimes,found a better price elsewhere,often,no,occasionally,sometimes,4,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/09 3:09:41 pm gmt+5:30,25,prefer not to say,few times a month,clothing and fashion,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,no,moderately,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 3:10:36 pm gmt+5:30,23,male,few times a month,beauty and personal care,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/09 3:16:30 pm gmt+5:30,23,prefer not to say,once a week,clothing and fashion,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,heavily,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 3:17:31 pm gmt+5:30,56,female,few times a month,clothing and fashion,sometimes,few times a week,filter,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 3:18:25 pm gmt+5:30,56,female,multiple times a week,beauty and personal care;home and kitchen,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 3:19:53 pm gmt+5:30,23,female,few times a month,beauty and personal care,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,yes,3,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/09 3:22:15 pm gmt+5:30,56,female,once a week,beauty and personal care;clothing and fashion;others,sometimes,few times a week,categories,multiple pages,3,yes,sometimes,found a better price elsewhere,sometimes,yes,moderately,no,4,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/09 3:23:38 pm gmt+5:30,23,female,few times a month,beauty and personal care,sometimes,multiple times a day,categories,multiple pages,3,maybe,sometimes,high shipping costs,sometimes,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 3:24:36 pm gmt+5:30,45,female,few times a month,home and kitchen,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/09 3:25:33 pm gmt+5:30,23,female,few times a month,beauty and personal care,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,sometimes,4,3,wide product selection,customer service responsiveness
2023/06/09 3:26:38 pm gmt+5:30,23,female,once a month,beauty and personal care,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,moderately,yes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 4:28:30 pm gmt+5:30,34,prefer not to say,few times a month,clothing and fashion,sometimes,few times a month,categories,multiple pages,3,maybe,rarely,changed my mind or no longer need the item,rarely,no,rarely,yes,2,sometimes,1,3,product recommendations,customer service responsiveness
2023/06/09 4:28:58 pm gmt+5:30,34,female,few times a month,clothing and fashion,no,few times a week,categories,first page,2,maybe,sometimes,found a better price elsewhere,rarely,yes,occasionally,sometimes,2,sometimes,2,2,product recommendations,reducing packaging waste
2023/06/09 4:29:23 pm gmt+5:30,45,others,few times a month,beauty and personal care,no,few times a month,filter,first page,2,yes,often,changed my mind or no longer need the item,often,yes,moderately,no,2,sometimes,3,2,competitive prices,product quality and accuracy
2023/06/09 4:29:50 pm gmt+5:30,33,prefer not to say,once a week,beauty and personal care,no,few times a month,categories,multiple pages,1,no,rarely,changed my mind or no longer need the item,often,yes,moderately,no,2,yes,2,2,competitive prices,product quality and accuracy
2023/06/09 4:30:15 pm gmt+5:30,34,female,once a week,beauty and personal care,sometimes,few times a week,filter,multiple pages,2,yes,often,found a better price elsewhere,often,yes,moderately,sometimes,2,sometimes,2,1,competitive prices,reducing packaging waste
2023/06/09 4:30:40 pm gmt+5:30,45,prefer not to say,once a week,beauty and personal care,sometimes,few times a month,categories,first page,3,maybe,sometimes,found a better price elsewhere,often,yes,heavily,sometimes,4,sometimes,3,3,competitive prices,customer service responsiveness
2023/06/09 4:31:06 pm gmt+5:30,45,male,few times a month,beauty and personal care,no,few times a week,others,first page,2,no,sometimes,changed my mind or no longer need the item,often,yes,heavily,no,3,sometimes,3,3,product recommendations,product quality and accuracy
2023/06/09 4:31:33 pm gmt+5:30,34,female,once a week,clothing and fashion,no,few times a week,categories,first page,2,maybe,often,changed my mind or no longer need the item,sometimes,yes,heavily,sometimes,2,sometimes,2,3,competitive prices,customer service responsiveness
2023/06/09 4:32:00 pm gmt+5:30,67,prefer not to say,few times a month,home and kitchen,sometimes,few times a week,filter,multiple pages,3,no,sometimes,high shipping costs,sometimes,yes,rarely,sometimes,2,sometimes,4,2,product recommendations,reducing packaging waste
2023/06/09 4:32:28 pm gmt+5:30,34,female,once a week,beauty and personal care,sometimes,few times a week,categories,multiple pages,3,maybe,always,found a better price elsewhere,sometimes,yes,moderately,sometimes,3,sometimes,3,4,product recommendations,reducing packaging waste
2023/06/09 4:32:56 pm gmt+5:30,45,others,less than once a month,beauty and personal care,no,few times a week,filter,first page,4,maybe,always,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,2,2,product recommendations,customer service responsiveness
2023/06/09 4:33:19 pm gmt+5:30,23,female,once a month,clothing and fashion,sometimes,few times a week,filter,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,competitive prices,reducing packaging waste
2023/06/09 7:22:11 pm gmt+5:30,21,prefer not to say,less than once a month,clothing and fashion,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 7:23:09 pm gmt+5:30,23,female,few times a month,beauty and personal care,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,high shipping costs,sometimes,yes,occasionally,sometimes,3,sometimes,4,4,user-friendly website/app interface,customer service responsiveness
2023/06/09 7:24:06 pm gmt+5:30,23,prefer not to say,multiple times a week,beauty and personal care;clothing and fashion,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,yes,3,3,competitive prices,reducing packaging waste
2023/06/09 7:24:57 pm gmt+5:30,42,female,once a week,clothing and fashion,sometimes,few times a week,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,never,yes,occasionally,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/09 7:26:02 pm gmt+5:30,23,prefer not to say,once a week,clothing and fashion,sometimes,few times a month,keyword,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,occasionally,sometimes,4,sometimes,3,3,product recommendations,shipping speed and reliability
2023/06/09 7:27:00 pm gmt+5:30,23,prefer not to say,multiple times a week,beauty and personal care,sometimes,few times a month,categories,multiple pages,3,maybe,always,changed my mind or no longer need the item,sometimes,yes,never,sometimes,3,sometimes,3,3,wide product selection,customer service responsiveness
2023/06/09 7:28:09 pm gmt+5:30,25,prefer not to say,few times a month,beauty and personal care,sometimes,few times a month,filter,multiple pages,3,maybe,sometimes,others,rarely,yes,moderately,sometimes,3,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/10 10:49:42 am gmt+5:30,40,male,multiple times a week,beauty and personal care;clothing and fashion;home and kitchen,no,few times a week,keyword,multiple pages,1,yes,sometimes,found a better price elsewhere,often,yes,heavily,yes,2,yes,2,1,wide product selection,product quality and accuracy
2023/06/10 2:40:34 pm gmt+5:30,23,female,few times a month,beauty and personal care,yes,few times a week,filter,multiple pages,3,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,3,sometimes,3,3,product recommendations,customer service responsiveness
2023/06/10 2:41:51 pm gmt+5:30,23,female,multiple times a week,clothing and fashion,sometimes,few times a month,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,heavily,sometimes,3,sometimes,3,3,product recommendations,reducing packaging waste
2023/06/10 11:21:59 pm gmt+5:30,27,male,less than once a month,clothing and fashion,sometimes,rarely,categories,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,sometimes,no,heavily,yes,3,sometimes,2,2,wide product selection,product quality and accuracy
2023/06/11 9:31:41 am gmt+5:30,39,male,once a month,home and kitchen,sometimes,few times a week,keyword,multiple pages,1,yes,often,found a better price elsewhere,often,yes,moderately,yes,1,yes,2,1,all the above,reducing packaging waste
2023/06/11 9:53:31 am gmt+5:30,32,female,once a month,clothing and fashion;home and kitchen;others,no,few times a week,others,multiple pages,1,yes,sometimes,found a better price elsewhere,rarely,yes,occasionally,yes,5,yes,1,2,competitive prices,shipping speed and reliability
2023/06/11 2:07:39 pm gmt+5:30,36,female,less than once a month,home and kitchen,no,rarely,keyword,multiple pages,1,maybe,sometimes,others,sometimes,no,rarely,yes,2,yes,1,2,wide product selection,product quality and accuracy
2023/06/11 9:15:38 pm gmt+5:30,40,female,once a month,clothing and fashion,yes,rarely,categories,multiple pages,4,yes,sometimes,found a better price elsewhere,sometimes,yes,rarely,sometimes,5,yes,5,4,product recommendations,customer service responsiveness
2023/06/11 10:42:48 pm gmt+5:30,23,male,once a month,clothing and fashion,sometimes,rarely,filter,first page,3,no,sometimes,found a better price elsewhere,sometimes,no,moderately,yes,3,sometimes,3,1,product recommendations,customer service responsiveness
2023/06/11 10:43:19 pm gmt+5:30,45,female,once a week,beauty and personal care,sometimes,few times a month,categories,first page,3,maybe,rarely,changed my mind or no longer need the item,rarely,yes,moderately,sometimes,3,sometimes,1,1,competitive prices,reducing packaging waste
2023/06/11 10:44:01 pm gmt+5:30,45,prefer not to say,few times a month,clothing and fashion,yes,multiple times a day,keyword,multiple pages,2,yes,often,high shipping costs,always,yes,heavily,yes,1,yes,1,1,wide product selection,product quality and accuracy
2023/06/11 10:44:46 pm gmt+5:30,45,prefer not to say,few times a month,beauty and personal care,yes,few times a month,filter,multiple pages,2,maybe,sometimes,found a better price elsewhere,sometimes,yes,occasionally,sometimes,2,sometimes,2,1,wide product selection,product quality and accuracy
2023/06/11 10:45:34 pm gmt+5:30,45,prefer not to say,few times a month,groceries and gourmet food;clothing and fashion,yes,multiple times a day,keyword,multiple pages,1,maybe,often,found a better price elsewhere,often,yes,heavily,no,1,sometimes,3,1,product recommendations,reducing packaging waste
2023/06/11 10:47:42 pm gmt+5:30,45,female,few times a month,clothing and fashion,no,multiple times a day,categories,first page,1,no,sometimes,found a better price elsewhere,never,no,moderately,sometimes,4,no,4,4,user-friendly website/app interface,shipping speed and reliability
2023/06/11 10:48:27 pm gmt+5:30,32,male,once a month,clothing and fashion;home and kitchen,no,rarely,others,first page,4,maybe,rarely,high shipping costs,sometimes,yes,occasionally,no,2,no,3,5,competitive prices,customer service responsiveness
2023/06/11 10:49:05 pm gmt+5:30,34,prefer not to say,once a month,home and kitchen,sometimes,few times a month,filter,multiple pages,2,yes,sometimes,changed my mind or no longer need the item,sometimes,no,rarely,no,3,no,3,2,competitive prices,reducing packaging waste
2023/06/11 10:49:49 pm gmt+5:30,54,male,few times a month,groceries and gourmet food;clothing and fashion;home and kitchen,sometimes,few times a month,categories,first page,4,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,no,3,no,2,3,competitive prices,reducing packaging waste
2023/06/11 10:50:44 pm gmt+5:30,25,male,once a week,beauty and personal care;clothing and fashion;home and kitchen;others,no,few times a month,keyword,multiple pages,3,maybe,often,found a better price elsewhere,sometimes,no,heavily,sometimes,3,no,2,2,product recommendations,customer service responsiveness
2023/06/11 10:51:27 pm gmt+5:30,26,others,once a month,clothing and fashion;home and kitchen;others,no,multiple times a day,filter,first page,4,maybe,often,found a better price elsewhere,rarely,no,occasionally,sometimes,3,no,2,2,product recommendations,product quality and accuracy
2023/06/11 10:52:06 pm gmt+5:30,36,female,few times a month,beauty and personal care;clothing and fashion;home and kitchen,no,few times a week,categories,first page,3,no,sometimes,found a better price elsewhere,often,yes,moderately,sometimes,3,no,2,2,competitive prices,reducing packaging waste
2023/06/11 10:52:47 pm gmt+5:30,22,male,once a month,clothing and fashion;home and kitchen,sometimes,few times a month,keyword,first page,2,no,often,found a better price elsewhere,always,no,occasionally,sometimes,2,no,2,2,competitive prices,customer service responsiveness
2023/06/11 10:53:44 pm gmt+5:30,34,female,few times a month,clothing and fashion,sometimes,few times a week,filter,first page,1,yes,often,found a better price elsewhere,always,yes,moderately,sometimes,2,sometimes,2,2,competitive prices,product quality and accuracy
2023/06/11 10:54:33 pm gmt+5:30,35,female,few times a month,beauty and personal care;clothing and fashion;home and kitchen,no,few times a month,categories,multiple pages,3,no,sometimes,changed my mind or no longer need the item,often,no,rarely,sometimes,2,sometimes,2,3,wide product selection,customer service responsiveness
2023/06/11 10:55:58 pm gmt+5:30,34,prefer not to say,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times a week,categories,multiple pages,4,no,sometimes,changed my mind or no longer need the item,sometimes,no,heavily,sometimes,2,sometimes,5,4,competitive prices,reducing packaging waste
2023/06/11 10:56:58 pm gmt+5:30,21,others,multiple times a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,few times a month,categories,first page,4,no,rarely,changed my mind or no longer need the item,sometimes,no,never,no,5,no,5,4,product recommendations,product quality and accuracy
2023/06/11 10:57:34 pm gmt+5:30,24,female,few times a month,beauty and personal care;clothing and fashion;home and kitchen,no,rarely,others,first page,5,no,never,others,never,no,never,no,5,no,5,5,user-friendly website/app interface,reducing packaging waste
2023/06/11 10:58:09 pm gmt+5:30,26,prefer not to say,less than once a month,home and kitchen;others,no,rarely,others,first page,5,no,never,others,never,no,never,no,5,no,5,5,user-friendly website/app interface,product quality and accuracy
2023/06/11 10:58:52 pm gmt+5:30,36,male,once a month,beauty and personal care;clothing and fashion;home and kitchen,no,rarely,others,first page,5,maybe,rarely,others,never,no,rarely,no,4,no,5,4,wide product selection,customer service responsiveness
2023/06/11 10:59:30 pm gmt+5:30,36,female,once a month,groceries and gourmet food,sometimes,few times a month,categories,first page,3,maybe,sometimes,found a better price elsewhere,sometimes,no,occasionally,no,3,sometimes,3,3,competitive prices,reducing packaging waste
2023/06/11 11:00:11 pm gmt+5:30,28,female,once a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,multiple times a day,others,multiple pages,4,no,rarely,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,3,sometimes,3,4,product recommendations,reducing packaging waste
2023/06/11 11:01:04 pm gmt+5:30,40,female,few times a month,groceries and gourmet food;beauty and personal care,yes,few times a month,categories,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,sometimes,3,no,2,3,wide product selection,shipping speed and reliability
2023/06/11 11:02:11 pm gmt+5:30,50,female,few times a month,beauty and personal care;clothing and fashion;home and kitchen,no,few times a week,keyword,multiple pages,3,no,sometimes,changed my mind or no longer need the item,sometimes,no,rarely,sometimes,3,sometimes,4,3,product recommendations,reducing packaging waste
2023/06/11 11:02:55 pm gmt+5:30,27,male,once a month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a month,filter,multiple pages,2,maybe,often,changed my mind or no longer need the item,sometimes,yes,occasionally,yes,2,no,2,3,wide product selection,product quality and accuracy
2023/06/11 11:03:34 pm gmt+5:30,27,female,few times a month,beauty and personal care;clothing and fashion,no,few times a month,filter,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,moderately,sometimes,3,sometimes,3,4,wide product selection,shipping speed and reliability
2023/06/11 11:04:17 pm gmt+5:30,45,male,few times a month,clothing and fashion;home and kitchen;others,sometimes,few times a month,keyword,first page,4,maybe,sometimes,changed my mind or no longer need the item,often,yes,moderately,no,2,yes,2,3,product recommendations,product quality and accuracy
2023/06/11 11:04:55 pm gmt+5:30,46,female,few times a month,clothing and fashion;home and kitchen;others,sometimes,few times a month,categories,multiple pages,3,no,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,sometimes,2,yes,2,3,competitive prices,reducing packaging waste
2023/06/11 11:05:38 pm gmt+5:30,60,prefer not to say,less than once a month,home and kitchen;others,sometimes,few times a month,categories,first page,4,yes,sometimes,high shipping costs,sometimes,yes,occasionally,sometimes,4,no,3,4,product recommendations,customer service responsiveness
2023/06/11 11:06:16 pm gmt+5:30,32,female,few times a month,beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times a week,filter,first page,1,yes,always,found a better price elsewhere,often,no,occasionally,no,2,no,2,4,wide product selection,reducing packaging waste
2023/06/11 11:06:52 pm gmt+5:30,45,female,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a week,filter,multiple pages,2,no,sometimes,others,sometimes,no,rarely,no,3,no,2,2,competitive prices,customer service responsiveness
2023/06/11 11:07:31 pm gmt+5:30,25,female,multiple times a week,beauty and personal care;clothing and fashion;home and kitchen,yes,few times a week,keyword,multiple pages,3,no,often,found a better price elsewhere,often,no,occasionally,yes,2,no,2,2,product recommendations,customer service responsiveness
2023/06/11 11:08:35 pm gmt+5:30,37,female,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,yes,few times a week,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,occasionally,no,3,no,2,3,product recommendations,shipping speed and reliability
2023/06/11 11:09:33 pm gmt+5:30,37,female,few times a month,beauty and personal care;clothing and fashion,no,rarely,keyword,first page,3,maybe,rarely,changed my mind or no longer need the item,sometimes,no,moderately,sometimes,1,no,2,3,product recommendations,customer service responsiveness
2023/06/11 11:10:14 pm gmt+5:30,32,male,few times a month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a week,filter,multiple pages,2,maybe,sometimes,changed my mind or no longer need the item,sometimes,yes,moderately,yes,2,no,2,3,product recommendations,customer service responsiveness
2023/06/11 11:10:59 pm gmt+5:30,56,male,few times a month,beauty and personal care;clothing and fashion;home and kitchen,no,few times a week,keyword,multiple pages,3,no,sometimes,changed my mind or no longer need the item,sometimes,no,moderately,no,2,no,2,2,product recommendations,reducing packaging waste
2023/06/11 11:15:03 pm gmt+5:30,34,female,few times a month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times a week,categories,first page,3,maybe,sometimes,changed my mind or no longer need the item,sometimes,no,never,sometimes,3,no,3,2,product recommendations,customer service responsiveness
2023/06/11 11:15:37 pm gmt+5:30,21,male,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,few times a week,categories,first page,3,maybe,often,changed my mind or no longer need the item,rarely,no,moderately,sometimes,2,yes,1,1,wide product selection,product quality and accuracy
2023/06/11 11:16:18 pm gmt+5:30,46,male,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion,yes,few times a week,keyword,first page,1,maybe,often,changed my mind or no longer need the item,often,no,occasionally,yes,2,yes,2,2,competitive prices,product quality and accuracy
2023/06/11 11:16:58 pm gmt+5:30,21,male,multiple times a week,beauty and personal care;clothing and fashion;home and kitchen,sometimes,rarely,keyword,multiple pages,5,maybe,sometimes,found a better price elsewhere,often,yes,moderately,yes,1,yes,2,1,competitive prices,reducing packaging waste
2023/06/11 11:17:41 pm gmt+5:30,31,female,few times a month,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,few times a week,categories,multiple pages,2,yes,sometimes,changed my mind or no longer need the item,often,yes,moderately,no,5,sometimes,3,2,competitive prices,customer service responsiveness
2023/06/11 11:18:35 pm gmt+5:30,36,female,multiple times a week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,multiple times a day,categories,multiple pages,3,maybe,sometimes,changed my mind or no longer need the item,often,no,occasionally,sometimes,2,no,2,2,user-friendly website/app interface,customer service responsiveness
2023/06/11 11:19:12 pm gmt+5:30,35,female,few times a month,beauty and personal care;home and kitchen,sometimes,few times a month,categories,first page,2,no,often,high shipping costs,sometimes,yes,rarely,sometimes,3,yes,2,1,product recommendations,product quality and accuracy
